"","corPvalueStudent.gene.signf.corr..nSamples.","symbol"
"ENSMUSG00000042757",0.875504191901832,"Tmem108"
"ENSMUSG00000073176",0.875722016969717,"Zfp449"
"ENSMUSG00000091337",0.875768324715333,"Eid1"
"ENSMUSG00000113626",0.875797372119966,NA
"ENSMUSG00000056498",0.875946722957275,"Tmem154"
"ENSMUSG00000024785",0.876120180044206,"Rcl1"
"ENSMUSG00000020707",0.87614130226442,"Rnf135"
"ENSMUSG00000046916",0.8764445994756,"Myct1"
"ENSMUSG00000062081",0.876721832719391,NA
"ENSMUSG00000023806",0.877030684123694,"Rsph3b"
"ENSMUSG00000046679",0.877537612314223,"C87436"
"ENSMUSG00000041886",0.877645399791128,"Macc1"
"ENSMUSG00000038028",0.877660617411935,"Tigar"
"ENSMUSG00000020925",0.877769118296102,"Ccdc43"
"ENSMUSG00000025607",0.878161396005296,"Copg2"
"ENSMUSG00000024566",0.878849084365974,"Atp9b"
"ENSMUSG00000021814",0.878927812067342,"Anxa7"
"ENSMUSG00000074415",0.879206355236875,"Mir100hg"
"ENSMUSG00000018500",0.879265904247783,"Adora2b"
"ENSMUSG00000047565",0.879335457512226,"Acot10"
"ENSMUSG00000039981",0.879336562726025,"Zc3h12d"
"ENSMUSG00000035171",0.879788686963085,"1110059E24Rik"
"ENSMUSG00000051498",0.880099862159291,"Tlr6"
"ENSMUSG00000079109",0.880169878040441,"Pms2"
"ENSMUSG00000030811",0.880463879579039,"Fbxl19"
"ENSMUSG00000026399",0.880652214132351,"Cd55"
"ENSMUSG00000057497",0.880741085119729,"Fam136a"
"ENSMUSG00000061374",0.881904831227644,"Fiz1"
"ENSMUSG00000034591",0.88207517397792,"Slc41a2"
"ENSMUSG00000013465",0.882728399076005,"Nelfb"
"ENSMUSG00000042901",0.882817691947616,"Aida"
"ENSMUSG00000091813",0.883278034233373,"Ces2h"
"ENSMUSG00000022132",0.88348901070013,"Cldn10"
"ENSMUSG00000042133",0.883551135811799,"Ppig"
"ENSMUSG00000024891",0.883742072096956,"Slc29a2"
"ENSMUSG00000040659",0.884090013803367,"Efhd2"
"ENSMUSG00000037509",0.884197330891979,"Arhgef4"
"ENSMUSG00000086629",0.884334188224658,"2810403D21Rik"
"ENSMUSG00000034209",0.884426102544423,"Rasl10a"
"ENSMUSG00000006649",0.88455731513748,"Nphs1"
"ENSMUSG00000034226",0.884703386168468,"Rhov"
"ENSMUSG00000038280",0.885095336097361,"Ostm1"
"ENSMUSG00000045333",0.885536714680184,"Zfp423"
"ENSMUSG00000024947",0.886554222406972,"Men1"
"ENSMUSG00000058240",0.886613995643597,"Cryzl1"
"ENSMUSG00000085408",0.886812460687594,"C530005A16Rik"
"ENSMUSG00000006699",0.886941676521958,"Cdc42"
"ENSMUSG00000039725",0.887338051775003,"Trp53rka"
"ENSMUSG00000038068",0.887484866921783,"Rnf144b"
"ENSMUSG00000047067",0.887561040382869,"Dusp28"
"ENSMUSG00000002885",0.888153213841729,"Adgre5"
"ENSMUSG00000112449",0.888213353088993,"Srp54b"
"ENSMUSG00000117877",0.88842096285032,"Gm8184"
"ENSMUSG00000054892",0.888685396558574,"Txk"
"ENSMUSG00000046947",0.888731298681291,"Adck2"
"ENSMUSG00000056025",0.888852781410767,"Clca3a1"
"ENSMUSG00000030760",0.888959114991488,"Acer3"
"ENSMUSG00000022847",0.889005221342196,"Thpo"
"ENSMUSG00000074575",0.88902967571804,"Kcng1"
"ENSMUSG00000098024",0.889079524519337,NA
"ENSMUSG00000086108",0.889089138342394,NA
"ENSMUSG00000032020",0.889099735640452,"Ubash3b"
"ENSMUSG00000074682",0.889135372858352,"Zcchc3"
"ENSMUSG00000022051",0.889458669350531,"Bnip3l"
"ENSMUSG00000025742",0.889502798376767,"Prps2"
"ENSMUSG00000025609",0.889912388901285,"Mkln1"
"ENSMUSG00000085037",0.890110004805378,"4933421O10Rik"
"ENSMUSG00000030149",0.890262938144377,"Klrk1"
"ENSMUSG00000052384",0.890662270388981,"Nrros"
"ENSMUSG00000049897",0.890752518662084,"Stkld1"
"ENSMUSG00000041782",0.890758721872255,"Lad1"
"ENSMUSG00000029919",0.891273762803278,"Hpgds"
"ENSMUSG00000069622",0.891500696031313,NA
"ENSMUSG00000086889",0.891946574332211,NA
"ENSMUSG00000084098",0.892010747772519,"Gm13422"
"ENSMUSG00000030751",0.892302112971444,"Psma1"
"ENSMUSG00000051596",0.892691651555666,"Otop1"
"ENSMUSG00000057135",0.892762366546856,"Scimp"
"ENSMUSG00000028700",0.892928493535675,"Pomgnt1"
"ENSMUSG00000020397",0.89296336712879,"Med7"
"ENSMUSG00000039686",0.893091511769871,"Zer1"
"ENSMUSG00000042406",0.893157491413799,"Atf4"
"ENSMUSG00000069631",0.893450929169546,"Strada"
"ENSMUSG00000066245",0.893510484465864,NA
"ENSMUSG00000026102",0.893706567866697,"Inpp1"
"ENSMUSG00000032470",0.893997390980574,"Mras"
"ENSMUSG00000026096",0.89403791315928,"Osgepl1"
"ENSMUSG00000030780",0.894309772554174,"Rusf1"
"ENSMUSG00000038564",0.894402021674426,"Ift172"
"ENSMUSG00000073987",0.894801284116981,"Ggh"
"ENSMUSG00000103034",0.894846845561569,"Gm8797"
"ENSMUSG00000022701",0.894954087345781,"Ccdc191"
"ENSMUSG00000024206",0.895208347978546,"Rfx2"
"ENSMUSG00000047861",0.895208984484801,"Foxi1"
"ENSMUSG00000039431",0.895733162607066,"Mtmr7"
"ENSMUSG00000024621",0.895883568124719,"Csf1r"
"ENSMUSG00000085696",0.896078904254947,"Hoxaas3"
"ENSMUSG00000087679",0.8962469412615,"Tmem250-ps"
"ENSMUSG00000048216",0.896575920760201,"Gpr85"
"ENSMUSG00000003623",0.89712102956923,"Crot"
"ENSMUSG00000024858",0.897133648808927,"Grk2"
"ENSMUSG00000112794",0.897267801120883,NA
"ENSMUSG00000117300",0.897407737111622,"Gm18736"
"ENSMUSG00000094574",0.89743013693622,NA
"ENSMUSG00000103183",0.897829727319821,NA
"ENSMUSG00000113669",0.898234479751358,NA
"ENSMUSG00000081113",0.898361076669548,NA
"ENSMUSG00000045466",0.898435006507323,"Zfp956"
"ENSMUSG00000029705",0.89844968223308,"Cux1"
"ENSMUSG00000048281",0.898924877094616,"Dleu7"
"ENSMUSG00000066441",0.899096607935284,"Rdh11"
"ENSMUSG00000030319",0.899115162013008,"Cand2"
"ENSMUSG00000006281",0.899210217929514,"Tep1"
"ENSMUSG00000074024",0.89922142208461,"4632427E13Rik"
"ENSMUSG00000015890",0.899447958775402,"Amdhd1"
"ENSMUSG00000046413",0.899484454915347,NA
"ENSMUSG00000029283",0.899487693903744,"Cdc7"
"ENSMUSG00000020064",0.899929281081207,"Herc4"
"ENSMUSG00000086596",0.900013632963961,"Susd5"
"ENSMUSG00000079497",0.90001821828155,"Gm13420"
"ENSMUSG00000025979",0.900183983557638,"Mob4"
"ENSMUSG00000031921",0.900227418775309,"Terf2"
"ENSMUSG00000096484",0.900566320516665,"Gm13696"
"ENSMUSG00000054404",0.900618153218953,"Slfn5"
"ENSMUSG00000097375",0.900620504269277,NA
"ENSMUSG00000059027",0.900783243304203,NA
"ENSMUSG00000055430",0.90115729958439,"Nap1l5"
"ENSMUSG00000043419",0.901295494141627,"Rnf227"
"ENSMUSG00000097887",0.901592629610964,NA
"ENSMUSG00000047878",0.901726806312225,"A4galt"
"ENSMUSG00000036931",0.902206433419784,"Nfkbid"
"ENSMUSG00000103986",0.902286210124953,NA
"ENSMUSG00000034620",0.902556210141377,"Rxylt1"
"ENSMUSG00000044408",0.902670693046188,"Sptssa"
"ENSMUSG00000004642",0.902943853797256,"Slbp"
"ENSMUSG00000106734",0.903573223060016,NA
"ENSMUSG00000038179",0.903807316420917,"Slamf7"
"ENSMUSG00000040146",0.903886700701422,"Rgl3"
"ENSMUSG00000073295",0.904060088630535,"Nudt11"
"ENSMUSG00000040249",0.904388620880429,"Lrp1"
"ENSMUSG00000116852",0.904560408979977,"1700102H20Rik"
"ENSMUSG00000103649",0.904589667741586,NA
"ENSMUSG00000020776",0.90478671766443,"Fbf1"
"ENSMUSG00000028016",0.905074330296077,"Ints12"
"ENSMUSG00000097296",0.905074923787199,NA
"ENSMUSG00000030889",0.905497228763936,"Vwa3a"
"ENSMUSG00000051934",0.905552066497084,"Spats2"
"ENSMUSG00000029613",0.905732139562632,"Eif2ak1"
"ENSMUSG00000037035",0.905836035189195,"Inhbb"
"ENSMUSG00000041559",0.905891856139813,"Fmod"
"ENSMUSG00000074063",0.906005554103861,"Osgin1"
"ENSMUSG00000020431",0.906194298116281,"Adcy1"
"ENSMUSG00000029686",0.906243845859878,"Cul1"
"ENSMUSG00000048497",0.906445599451619,"Mmgt2"
"ENSMUSG00000038563",0.90664180621482,"Efl1"
"ENSMUSG00000091971",0.906876369606781,"Hspa1a"
"ENSMUSG00000029012",0.907399004917899,"Orc5"
"ENSMUSG00000078954",0.907710508160171,"Arhgap8"
"ENSMUSG00000046082",0.908012251638997,"Tmem174"
"ENSMUSG00000022075",0.908107617603956,"Rhobtb2"
"ENSMUSG00000015599",0.908806461880329,"Ttbk1"
"ENSMUSG00000110105",0.909416816072613,"Vmn2r29"
"ENSMUSG00000022010",0.909422467260216,"Tsc22d1"
"ENSMUSG00000040345",0.909485193150491,"Arhgap9"
"ENSMUSG00000029328",0.910044052172703,"Hnrnpdl"
"ENSMUSG00000100876",0.910364371141124,"2810454H06Rik"
"ENSMUSG00000027088",0.910501358281705,"Phospho2"
"ENSMUSG00000042286",0.910558361478406,"Stab1"
"ENSMUSG00000029722",0.910572232862073,"Agfg2"
"ENSMUSG00000040740",0.910576835786141,"Slc25a34"
"ENSMUSG00000046618",0.910579236427107,"Olfml2a"
"ENSMUSG00000024883",0.910699076456336,"Rin1"
"ENSMUSG00000033684",0.910800569544862,"Qsox1"
"ENSMUSG00000097792",0.910825509293275,NA
"ENSMUSG00000035258",0.91106220201231,"Abi3bp"
"ENSMUSG00000042377",0.911199542300096,"Fam83g"
"ENSMUSG00000023800",0.911261812477376,"Tiam2"
"ENSMUSG00000094526",0.911275115278698,"Gm21451"
"ENSMUSG00000038530",0.911374335166793,"Rgs4"
"ENSMUSG00000005320",0.911959811874563,"Fgfr4"
"ENSMUSG00000044712",0.912102126137843,"Slc38a6"
"ENSMUSG00000033545",0.912171418261118,"Znrf1"
"ENSMUSG00000107283",0.912185230818134,"Mpv17"
"ENSMUSG00000044092",0.912419382138657,"C130050O18Rik"
"ENSMUSG00000036095",0.912767500305324,"Dgkb"
"ENSMUSG00000026764",0.912958046368899,"Kif5c"
"ENSMUSG00000020826",0.913068534101212,"Nos2"
"ENSMUSG00000032968",0.913763879506866,"Inha"
"ENSMUSG00000050605",0.914397617700575,"Zfp61"
"ENSMUSG00000036721",0.914793005272909,"Zscan12"
"ENSMUSG00000020472",0.915106514605987,"Zkscan17"
"ENSMUSG00000020785",0.91537816879041,"Camkk1"
"ENSMUSG00000032010",0.915420576979512,"Usp2"
"ENSMUSG00000038930",0.915546507905963,"Rccd1"
"ENSMUSG00000003200",0.915804424026006,"Sh3gl1"
"ENSMUSG00000068262",0.915915367583112,NA
"ENSMUSG00000064349",0.916445143362067,NA
"ENSMUSG00000026077",0.916519620387513,"Npas2"
"ENSMUSG00000104684",0.91682666723958,NA
"ENSMUSG00000038836",0.916881579201367,"Agbl3"
"ENSMUSG00000095567",0.917296758707726,"Noc2l"
"ENSMUSG00000055692",0.917423292134485,"Tmem191"
"ENSMUSG00000024036",0.917766235658391,"Slc37a1"
"ENSMUSG00000041438",0.918090985743596,"Utp4"
"ENSMUSG00000117098",0.918211470680943,NA
"ENSMUSG00000006301",0.918427381882776,"Tmbim1"
"ENSMUSG00000029790",0.918429709254248,"Cep41"
"ENSMUSG00000103864",0.919563834261331,NA
"ENSMUSG00000071291",0.91966989151133,"Zfp58"
"ENSMUSG00000112441",0.9196929064563,NA
"ENSMUSG00000034601",0.919748306639643,"2700049A03Rik"
"ENSMUSG00000051147",0.919849900482008,"Nat2"
"ENSMUSG00000036036",0.919960152138776,"Zfp57"
"ENSMUSG00000113014",0.9202433698717,NA
"ENSMUSG00000015247",0.920355743915426,"Nipsnap3b"
"ENSMUSG00000026542",0.920492871746094,"Apcs"
"ENSMUSG00000042447",0.921347507310674,"Mios"
"ENSMUSG00000038534",0.921487743212256,"Osbpl7"
"ENSMUSG00000021546",0.92177812643545,"Hnrnpk"
"ENSMUSG00000038683",0.921805841411764,"Pak1ip1"
"ENSMUSG00000030876",0.922124954852041,"Mettl9"
"ENSMUSG00000020812",0.922147089714905,"Snhg16"
"ENSMUSG00000036002",0.922266140929032,"Atosb"
"ENSMUSG00000032083",0.922324731984674,"Apoa1"
"ENSMUSG00000000690",0.922474624073098,"Hoxb6"
"ENSMUSG00000114441",0.922852269265761,NA
"ENSMUSG00000031112",0.922865928751706,"Stk26"
"ENSMUSG00000085962",0.922877530704813,NA
"ENSMUSG00000036054",0.922953816738069,"Sugp2"
"ENSMUSG00000078994",0.923072368001068,"Zfp429"
"ENSMUSG00000078902",0.923359587934181,NA
"ENSMUSG00000052688",0.923526083645762,"Rab7b"
"ENSMUSG00000058254",0.923814014937591,"Tspan7"
"ENSMUSG00000022769",0.923957633023985,"Sdf2l1"
"ENSMUSG00000019986",0.92417483180497,"Ahi1"
"ENSMUSG00000027394",0.924355621993517,"Ttl"
"ENSMUSG00000021708",0.924416902282135,"Rasgrf2"
"ENSMUSG00000000555",0.924636755199658,"Itga5"
"ENSMUSG00000049969",0.925049184770379,"Plekhf2"
"ENSMUSG00000099902",0.925143159292609,NA
"ENSMUSG00000000305",0.925616842790963,"Cdh4"
"ENSMUSG00000079316",0.925806403328914,"Rab9"
"ENSMUSG00000037958",0.926071784512434,"Nsrp1"
"ENSMUSG00000029480",0.926271949006105,"Dhx37"
"ENSMUSG00000072704",0.92682102769987,"Smim10l1"
"ENSMUSG00000001211",0.92701747650974,"Agpat3"
"ENSMUSG00000029147",0.927035568290952,"Ppm1g"
"ENSMUSG00000105135",0.927234301109642,NA
"ENSMUSG00000095869",0.927277314379094,NA
"ENSMUSG00000062661",0.927389423110759,"Ncs1"
"ENSMUSG00000053510",0.927482855349168,"Nrd1"
"ENSMUSG00000020156",0.927487500999528,"Pwwp3a"
"ENSMUSG00000081944",0.927650107003139,NA
"ENSMUSG00000062075",0.927928875930129,"Lmnb2"
"ENSMUSG00000029119",0.927928889277356,"Man2b2"
"ENSMUSG00000032584",0.928266981246547,"Mst1r"
"ENSMUSG00000027335",0.928589743632563,"Adra1d"
"ENSMUSG00000048728",0.928624019846482,"Zfp454"
"ENSMUSG00000002831",0.928710744407687,"Plin4"
"ENSMUSG00000004056",0.929789998242676,"Akt2"
"ENSMUSG00000090486",0.929840596350086,NA
"ENSMUSG00000070605",0.929931206275354,"Zfp992"
"ENSMUSG00000037243",0.930102715545781,"Zfp692"
"ENSMUSG00000109509",0.930190392695992,NA
"ENSMUSG00000074919",0.930777817601782,"Gm10787"
"ENSMUSG00000093577",0.931111339805248,NA
"ENSMUSG00000106928",0.932950695454169,NA
"ENSMUSG00000025237",0.932972741056874,"Parp6"
"ENSMUSG00000081729",0.933336667440995,NA
"ENSMUSG00000058620",0.933337414021049,"Adra2b"
"ENSMUSG00000063506",0.933362246759054,"Arhgap22"
"ENSMUSG00000032497",0.933384292350164,"Lrrfip2"
"ENSMUSG00000066235",0.933443188802711,"Pomgnt2"
"ENSMUSG00000039747",0.933743630110327,"Orai2"
"ENSMUSG00000035232",0.933802838967909,"Pdk3"
"ENSMUSG00000023572",0.933937606876863,"Ccndbp1"
"ENSMUSG00000022545",0.933975442541948,"Ercc4"
"ENSMUSG00000058997",0.934031303620149,"Vwa8"
"ENSMUSG00000026976",0.934157796175945,"Pax8"
"ENSMUSG00000043705",0.934886568704625,"Capn13"
"ENSMUSG00000114172",0.935007871532651,NA
"ENSMUSG00000046807",0.935129721656226,"Lrrc75b"
"ENSMUSG00000022108",0.935311876800324,"Itm2b"
"ENSMUSG00000104802",0.93593310586017,"Gm5869"
"ENSMUSG00000023216",0.936471451190476,"Epb42"
"ENSMUSG00000030613",0.936490172596706,"Ccdc90b"
"ENSMUSG00000028047",0.936526784154783,"Thbs3"
"ENSMUSG00000051278",0.937577084829718,"Zgrf1"
"ENSMUSG00000040188",0.937687299937057,"Scamp2"
"ENSMUSG00000063870",0.937817607627289,"Chd4"
"ENSMUSG00000028312",0.938058692965998,"Smc2"
"ENSMUSG00000031101",0.938147629935306,"Sash3"
"ENSMUSG00000032657",0.938409969695133,"Entrep3"
"ENSMUSG00000017801",0.938468817225768,"Mlx"
"ENSMUSG00000070985",0.93858961521241,"Acnat1"
"ENSMUSG00000103160",0.938853924829744,NA
"ENSMUSG00000038417",0.939387477107848,"Fig4"
"ENSMUSG00000100084",0.939461607989334,"2310068J16Rik"
"ENSMUSG00000042842",0.939592222663082,"Serpinb6b"
"ENSMUSG00000112433",0.939849876986001,NA
"ENSMUSG00000079003",0.939857523252286,"Samd1"
"ENSMUSG00000063796",0.939888650592487,"Slc22a8"
"ENSMUSG00000113440",0.939982979256669,NA
"ENSMUSG00000026229",0.940057151200609,"Psmd1"
"ENSMUSG00000006269",0.940117177346355,"Atp6v1b1"
"ENSMUSG00000037921",0.941028889618665,"Ddx60"
"ENSMUSG00000032114",0.941047282733166,"Slc37a4"
"ENSMUSG00000020289",0.941053430302783,"Nprl3"
"ENSMUSG00000026185",0.941060616756643,"Igfbp5"
"ENSMUSG00000055489",0.941211291272727,"Ano5"
"ENSMUSG00000097145",0.941359939004837,"9230114K14Rik"
"ENSMUSG00000035842",0.941508093238033,"Ddx11"
"ENSMUSG00000022783",0.941682337837339,"Spag6l"
"ENSMUSG00000099481",0.941860601065675,"Xndc1"
"ENSMUSG00000097310",0.941907854920964,"A930038B10Rik"
"ENSMUSG00000032940",0.941915294287254,"Rbm11"
"ENSMUSG00000021728",0.941997962912089,"Emb"
"ENSMUSG00000071347",0.943070808953814,"C1qtnf9"
"ENSMUSG00000027274",0.943320032980614,"Mkks"
"ENSMUSG00000020171",0.943380008667781,"Yeats4"
"ENSMUSG00000029007",0.943677253934506,"Agtrap"
"ENSMUSG00000053318",0.943758204608106,"Slamf8"
"ENSMUSG00000016386",0.943863835477722,"Mpped2"
"ENSMUSG00000070427",0.944287045254047,"Il18bp"
"ENSMUSG00000024969",0.944303627594472,"Mark2"
"ENSMUSG00000000686",0.94447090107697,"Abhd15"
"ENSMUSG00000054894",0.944490591315068,"Dmac2l"
"ENSMUSG00000071632",0.944782427427727,"2510002D24Rik"
"ENSMUSG00000020589",0.944854473063913,"Cyria"
"ENSMUSG00000066900",0.944974749733539,"Suds3"
"ENSMUSG00000005547",0.945195166634401,"Cyp2a5"
"ENSMUSG00000047022",0.945647068386062,"Mipol1"
"ENSMUSG00000020898",0.945885594873723,"Ctc1"
"ENSMUSG00000034334",0.946436869675476,"Fam151b"
"ENSMUSG00000001143",0.946523885161873,"Lman2l"
"ENSMUSG00000074916",0.946612716717791,"Chst14"
"ENSMUSG00000019779",0.946824055245323,"Frk"
"ENSMUSG00000016257",0.946865272803295,"Prelid3b"
"ENSMUSG00000026479",0.947076872734484,"Lamc2"
"ENSMUSG00000030790",0.947438473843565,"Adm"
"ENSMUSG00000020680",0.947725802442998,"Taf15"
"ENSMUSG00000074412",0.94828994289684,"Gm10689"
"ENSMUSG00000051335",0.949055516238934,"Gfod1"
"ENSMUSG00000068299",0.949412026299211,"Nat8f4"
"ENSMUSG00000045576",0.949579275669874,"St7l"
"ENSMUSG00000037738",0.949730655378273,"Nek5"
"ENSMUSG00000040459",0.949854446376294,"Arglu1"
"ENSMUSG00000105687",0.949978937095202,"Gm6157"
"ENSMUSG00000053916",0.950030923128032,"Nanp"
"ENSMUSG00000117669",0.950230352732317,NA
"ENSMUSG00000097762",0.950466617984807,NA
"ENSMUSG00000039254",0.950478122394855,"Pomt1"
"ENSMUSG00000096917",0.950742831480683,"2500002B13Rik"
"ENSMUSG00000019917",0.950937551388533,"Septin10"
"ENSMUSG00000007207",0.951349483156221,"Stx1a"
"ENSMUSG00000015484",0.951352585533781,"Fam163a"
"ENSMUSG00000072844",0.951711046548065,"G530011O06Rik"
"ENSMUSG00000078880",0.95175530518295,"Gm14308"
"ENSMUSG00000024231",0.951887577750992,"Cul2"
"ENSMUSG00000038576",0.951898324501005,"Susd4"
"ENSMUSG00000036995",0.952036979581902,"Asap3"
"ENSMUSG00000091476",0.952223868971167,"Catspere2"
"ENSMUSG00000002602",0.952291114517492,"Axl"
"ENSMUSG00000036442",0.952435049937414,"Thap11"
"ENSMUSG00000018583",0.952608824670728,"G3bp1"
"ENSMUSG00000066554",0.952919298863091,"Gm10167"
"ENSMUSG00000021062",0.952959062187967,"Rab15"
"ENSMUSG00000021066",0.953031360446371,"Atl1"
"ENSMUSG00000002342",0.953045573176719,"Tmem161a"
"ENSMUSG00000021913",0.953067062182501,"Ogdhl"
"ENSMUSG00000039637",0.953113550601899,"Coro7"
"ENSMUSG00000031155",0.953159648479371,"Pim2"
"ENSMUSG00000033327",0.953565330455399,"Tnxb"
"ENSMUSG00000031227",0.953580775207746,"Magee1"
"ENSMUSG00000086279",0.954019717892952,NA
"ENSMUSG00000022676",0.954102173244886,"Snai2"
"ENSMUSG00000026586",0.954320155102504,"Prrx1"
"ENSMUSG00000085914",0.954870153974676,NA
"ENSMUSG00000045795",0.955511296231482,"Whamm"
"ENSMUSG00000039568",0.95552245741505,"Ubald1"
"ENSMUSG00000050855",0.955672766500558,"Zfp940"
"ENSMUSG00000109108",0.955724192249046,NA
"ENSMUSG00000024590",0.95581008978237,"Lmnb1"
"ENSMUSG00000052033",0.956010607554224,"Pfdn4"
"ENSMUSG00000069184",0.956120200849176,"Zfp72"
"ENSMUSG00000097397",0.956238732048605,"Gm16861"
"ENSMUSG00000096173",0.956248785996231,NA
"ENSMUSG00000026797",0.956778435941735,"Stxbp1"
"ENSMUSG00000029097",0.956791685287722,"Trmt44"
"ENSMUSG00000022528",0.956805557930319,"Hes1"
"ENSMUSG00000022366",0.956814925642163,"Slc22a22"
"ENSMUSG00000030499",0.956972469066386,"Kctd15"
"ENSMUSG00000030770",0.957112464947294,"Parva"
"ENSMUSG00000031698",0.957324085662589,"Mylk3"
"ENSMUSG00000042029",0.957383542381955,"Ncapg2"
"ENSMUSG00000032649",0.957688000967761,"Colgalt2"
"ENSMUSG00000046387",0.957841481645591,"Pcdhb17"
"ENSMUSG00000030556",0.958388436600427,"Lrrc28"
"ENSMUSG00000021798",0.958548577961862,"Ldb3"
"ENSMUSG00000020326",0.958633855319704,"Ccng1"
"ENSMUSG00000018809",0.95912580157424,"Smyd4"
"ENSMUSG00000020101",0.959192936312824,"Vsir"
"ENSMUSG00000048240",0.959776755839515,"Gng7"
"ENSMUSG00000031545",0.960107667048332,"Gpat4"
"ENSMUSG00000026187",0.960425474910513,"Xrcc5"
"ENSMUSG00000044030",0.960952245263323,"Irf2bp1"
"ENSMUSG00000024696",0.960956395747368,"Lpxn"
"ENSMUSG00000026579",0.961009541301132,"F5"
"ENSMUSG00000050555",0.96134717579469,"Hyls1"
"ENSMUSG00000049940",0.961470363186261,"Pgrmc2"
"ENSMUSG00000055835",0.961601050207531,"Zfp1"
"ENSMUSG00000110206",0.961981182481807,"Flt3l"
"ENSMUSG00000028179",0.962594987567641,"Cth"
"ENSMUSG00000033589",0.962726839466592,"Reep4"
"ENSMUSG00000020361",0.962736657511976,"Hspa4"
"ENSMUSG00000117458",0.962788905448352,"Gm6552"
"ENSMUSG00000039577",0.963097267980622,"Nphp4"
"ENSMUSG00000080783",0.963166898755171,NA
"ENSMUSG00000031023",0.963342544790277,"Akip1"
"ENSMUSG00000072770",0.964396008799917,"Acrbp"
"ENSMUSG00000028089",0.96444764241303,"Chd1l"
"ENSMUSG00000002500",0.964596435433085,"Rpl3l"
"ENSMUSG00000033365",0.964962512420299,"Ipo13"
"ENSMUSG00000026796",0.964977678059165,"Niban2"
"ENSMUSG00000020990",0.965131969728346,"Cdkl1"
"ENSMUSG00000081059",0.965315972378007,"Gm11945"
"ENSMUSG00000097820",0.965406677732419,NA
"ENSMUSG00000025821",0.965584123258193,"Zfp282"
"ENSMUSG00000061535",0.965784281032159,"C1qtnf7"
"ENSMUSG00000101337",0.965857019916638,"Dnah7c"
"ENSMUSG00000104864",0.965893794544727,NA
"ENSMUSG00000045519",0.966069143558282,"Zfp560"
"ENSMUSG00000034771",0.966149714604999,"Tle2"
"ENSMUSG00000040584",0.966322245913618,"Abcb1a"
"ENSMUSG00000058704",0.966379813183688,"Memo1"
"ENSMUSG00000019590",0.966398862324156,"Cyb561"
"ENSMUSG00000025470",0.966477665143445,"Zfp511"
"ENSMUSG00000081642",0.96702091309715,NA
"ENSMUSG00000097893",0.967339649502025,NA
"ENSMUSG00000028948",0.967599012107037,"Nol9"
"ENSMUSG00000068039",0.967631500867957,"Tcp1"
"ENSMUSG00000089687",0.968170623661158,"Rab42"
"ENSMUSG00000008734",0.968327232445859,"Gprc5b"
"ENSMUSG00000020077",0.968873282290506,"Srgn"
"ENSMUSG00000013236",0.969351962430785,"Ptprs"
"ENSMUSG00000041660",0.969748227599152,"Bbox1"
"ENSMUSG00000012429",0.969753563451044,"Mplkip"
"ENSMUSG00000043099",0.970100710427908,"Hic1"
"ENSMUSG00000018171",0.970328675414198,"Vmp1"
"ENSMUSG00000030486",0.970408870421505,"Zfp108"
"ENSMUSG00000033955",0.970687944770857,"Tnks1bp1"
